xenbase_gene_id,S20_C_5,S20_C_6,S20_C_A,S20_F_5,S20_F_6,S20_F_A
XB-GENE-980702,90,25,27,46,50,95
XB-GENE-980717,246,124,144,155,186,194
XB-GENE-980735,0,0,1,0,1,1
XB-GENE-980759,336,156,187,279,328,389
XB-GENE-980772,0,0,0,0,0,0
XB-GENE-980798,89,38,52,49,66,84
XB-GENE-980824,90,44,51,67,76,106
XB-GENE-980843,77,32,70,48,54,110
XB-GENE-980852,0,0,0,2,1,3
XB-GENE-980865,32,15,24,19,35,42
XB-GENE-980900,1,0,0,2,2,5
XB-GENE-980947,234,154,120,168,182,234
XB-GENE-980964,345,45,115,183,96,131
XB-GENE-980974,167,111,192,90,186,156
XB-GENE-981000,63,48,78,46,54,187
XB-GENE-981026,284,115,172,154,152,304
XB-GENE-981044,389,283,295,293,370,462
XB-GENE-981066,47,7,22,26,42,85
XB-GENE-981090,263,96,113,85,127,173
XB-GENE-981107,97,33,84,50,59,103
XB-GENE-981122,852,497,560,683,711,932
XB-GENE-981150,79,33,58,57,65,84
XB-GENE-981224,18,17,18,8,40,23
XB-GENE-981260,0,0,0,0,4,0
XB-GENE-981268,493,242,522,325,317,781
XB-GENE-981315,613,275,361,516,519,698
XB-GENE-981350,355,255,360,202,308,444
XB-GENE-981358,5,1,3,3,6,17
XB-GENE-981372,0,0,0,1,6,8
XB-GENE-981393,47,36,53,42,61,64
XB-GENE-981424,65,32,30,28,40,51
XB-GENE-981504,35,37,49,34,53,79
XB-GENE-981582,1,0,0,2,4,1
XB-GENE-981591,64,23,51,21,36,76
XB-GENE-981601,141,61,99,117,101,157
XB-GENE-981617,141,84,76,90,58,118
XB-GENE-981686,107,60,60,46,58,101
XB-GENE-981700,266,153,172,194,215,211
XB-GENE-981727,250,146,154,160,215,239
XB-GENE-981749,0,0,0,0,0,0
XB-GENE-981757,93,49,61,43,67,98
XB-GENE-981769,186,102,139,110,161,206
XB-GENE-981796,5541,2996,3781,3831,4342,5243
XB-GENE-981810,42,19,40,25,40,89
XB-GENE-981819,498,306,430,281,589,524
XB-GENE-981834,205,86,86,134,123,149
XB-GENE-981842,37,17,8,33,29,25
XB-GENE-981857,22,18,31,15,18,33
XB-GENE-981867,0,3,6,0,1,16
XB-GENE-981885,66,36,82,48,85,179
XB-GENE-981903,0,0,0,0,0,2
XB-GENE-981923,210,70,108,133,156,229
XB-GENE-981932,373,191,209,212,248,321
XB-GENE-981945,1537,575,1186,912,1075,1853
XB-GENE-981961,32,15,28,25,21,45
XB-GENE-981979,594,258,357,429,476,723
XB-GENE-981986,363,208,260,246,311,414
XB-GENE-981994,2,1,7,1,14,3
XB-GENE-982004,433,221,302,283,339,469
XB-GENE-982038,270,131,169,152,202,250
XB-GENE-982050,368,210,352,288,344,607
XB-GENE-982071,545,336,438,405,423,617
XB-GENE-982081,45,26,59,48,67,112
XB-GENE-982116,52,28,60,47,52,114
XB-GENE-982127,0,0,0,0,0,3
XB-GENE-982159,16,5,6,6,8,19
XB-GENE-982170,1147,561,746,752,885,1183
XB-GENE-982213,0,0,0,0,0,0
XB-GENE-982248,34,16,14,9,15,28
XB-GENE-982265,424,257,346,274,355,492
XB-GENE-982279,229,101,182,133,179,211
XB-GENE-982305,1,0,3,0,0,0
XB-GENE-982311,908,610,676,561,763,1072
XB-GENE-982332,710,376,390,424,495,597
XB-GENE-982344,403,158,162,201,195,275
XB-GENE-982358,6,12,8,12,6,12
XB-GENE-982384,2101,1131,1431,1335,1525,2242
XB-GENE-982410,1125,749,1054,814,907,1343
XB-GENE-982423,303,155,172,208,217,285
XB-GENE-982435,88,65,137,49,35,89
XB-GENE-982445,182,77,97,144,146,150
XB-GENE-982463,329,170,243,198,289,232
XB-GENE-982477,1,0,2,1,0,2
XB-GENE-982499,178,60,168,110,72,207
XB-GENE-982540,462,299,313,286,365,420
XB-GENE-982555,696,288,397,455,381,626
XB-GENE-982565,44,18,26,28,43,81
XB-GENE-982589,56,30,32,42,57,55
XB-GENE-982615,45,17,12,20,21,22
XB-GENE-982624,7,7,10,6,14,5
XB-GENE-982656,946,404,530,685,711,1040
XB-GENE-982668,10,10,20,10,68,17
XB-GENE-982697,213,105,117,127,121,267
XB-GENE-982709,130,100,116,63,78,168
XB-GENE-982737,222,63,77,111,83,140
XB-GENE-982753,50,26,40,25,33,89
XB-GENE-982793,108,42,44,85,75,84
XB-GENE-982827,34,15,27,22,41,61
XB-GENE-982846,1,0,3,0,0,11
XB-GENE-982854,363,171,229,246,247,324
XB-GENE-982887,183,76,112,101,148,228
XB-GENE-982916,143,56,59,75,76,84
XB-GENE-982932,2672,1376,1766,1250,2395,1996
XB-GENE-982940,0,0,0,0,0,0
XB-GENE-982950,216,98,126,125,118,204
XB-GENE-982965,11,16,39,23,58,132
XB-GENE-982976,59,32,36,33,27,76
XB-GENE-983007,441,192,322,342,475,885
XB-GENE-983034,5,4,4,3,3,13
XB-GENE-983051,408,185,173,221,255,298
XB-GENE-983063,1,0,3,1,2,3
XB-GENE-983075,46,22,56,43,60,113
XB-GENE-983081,0,0,1,0,0,3
XB-GENE-983094,219,145,163,174,232,342
XB-GENE-983111,18,5,14,10,19,24
XB-GENE-983121,3,1,2,0,3,3
XB-GENE-983206,16,22,13,10,9,29
XB-GENE-983232,28,21,28,23,29,48
XB-GENE-983240,81,60,46,52,100,93
XB-GENE-983257,67,40,58,39,63,116
XB-GENE-983267,140,109,85,104,130,150
XB-GENE-983300,97,42,77,38,47,43
XB-GENE-983350,0,0,0,0,0,0
XB-GENE-983358,277,130,169,170,258,336
XB-GENE-983367,14,14,44,28,28,87
XB-GENE-983377,678,354,420,420,536,683
XB-GENE-983387,246,152,189,145,211,272
XB-GENE-983397,81,33,76,40,74,65
XB-GENE-983408,125,52,99,81,110,216
XB-GENE-983452,1,1,1,4,0,12
XB-GENE-983500,316,163,194,206,222,416
XB-GENE-983516,0,0,0,0,0,0
XB-GENE-983533,600,306,391,321,373,642
XB-GENE-983545,17,9,23,21,13,19
XB-GENE-983559,500,175,157,306,241,318
XB-GENE-983592,247,45,133,155,142,174
XB-GENE-983608,359,191,256,238,268,467
XB-GENE-983622,1392,925,1162,995,1219,1286
XB-GENE-983645,175,90,95,102,117,208
XB-GENE-983672,103,45,60,50,60,90
XB-GENE-983680,0,0,2,0,1,5
XB-GENE-983685,0,0,0,0,0,4
XB-GENE-983733,0,0,0,0,1,1
XB-GENE-983749,5506,4812,4380,3901,5802,5425
XB-GENE-983777,1083,576,602,591,540,892
XB-GENE-983786,111,52,48,51,69,93
XB-GENE-983797,330,148,323,187,242,296
XB-GENE-983803,113,59,81,71,106,148
XB-GENE-983817,168,93,105,94,109,186
XB-GENE-983838,11,6,11,10,34,16
XB-GENE-983847,2523,1270,1047,1502,1732,1744
XB-GENE-983871,5,6,8,9,1,7
XB-GENE-983891,0,0,0,48,0,0
XB-GENE-983905,269,109,181,168,98,262
XB-GENE-983917,1789,638,1178,1401,1360,2362
XB-GENE-983944,0,0,0,0,0,0
XB-GENE-983957,644,340,401,363,498,509
XB-GENE-983967,3,3,19,3,9,55
XB-GENE-983976,136,58,85,68,115,159
XB-GENE-983991,1395,562,679,900,775,1146
XB-GENE-984005,135,49,79,82,96,131
XB-GENE-984016,1086,440,446,653,644,720
XB-GENE-984025,0,1,1,0,2,2
XB-GENE-984040,437,246,245,304,325,349
XB-GENE-984052,1382,810,840,930,1153,1325
XB-GENE-984064,294,76,129,260,225,255
XB-GENE-984072,123,61,65,65,111,93
XB-GENE-984082,151,70,150,102,138,286
XB-GENE-984118,73,27,39,50,46,57
XB-GENE-984132,2,0,2,4,0,7
XB-GENE-984155,44,30,35,29,34,55
XB-GENE-984193,92,50,53,56,106,96
XB-GENE-984204,224,98,106,118,109,141
XB-GENE-984212,0,0,0,0,0,0
XB-GENE-984220,16,16,16,18,23,19
XB-GENE-984245,395,258,313,286,434,468
XB-GENE-984255,64,25,51,46,57,87
XB-GENE-984272,920,442,793,518,777,888
XB-GENE-984291,305,165,302,239,249,378
XB-GENE-984301,1,0,1,0,0,3
XB-GENE-984326,757,371,509,549,652,886
XB-GENE-984340,956,449,565,592,531,920
XB-GENE-984352,17,2,3,7,4,5
XB-GENE-984366,1,0,5,1,0,18
XB-GENE-984384,32,16,44,19,33,53
XB-GENE-984410,21,5,9,11,21,22
XB-GENE-984417,0,0,1,0,0,0
XB-GENE-984447,62,21,38,36,31,76
XB-GENE-984458,53,61,49,45,79,88
XB-GENE-984483,22,13,36,18,22,51
XB-GENE-984515,99,63,58,57,76,116
XB-GENE-984539,46,57,88,31,79,142
XB-GENE-984546,184,104,186,80,143,256
XB-GENE-984557,230,106,120,131,195,242
XB-GENE-984566,335,155,120,310,258,196
XB-GENE-984586,77,36,56,44,59,68
XB-GENE-984619,360,232,324,240,343,437
XB-GENE-984648,2,2,4,0,3,4
XB-GENE-984677,503,160,170,344,275,335
XB-GENE-984695,36,15,25,28,31,61
XB-GENE-984711,75,39,42,43,52,52
XB-GENE-984722,501,309,511,238,565,458
XB-GENE-984736,278,252,265,184,246,458
XB-GENE-984751,6,4,3,1,3,1
XB-GENE-984758,50,21,25,27,40,46
XB-GENE-984763,1,2,1,0,2,3
XB-GENE-984775,138,55,83,109,92,108
XB-GENE-984782,211,150,265,131,162,348
XB-GENE-984804,48,15,12,26,32,37
XB-GENE-984820,179,85,103,86,111,159
XB-GENE-984831,117,59,62,68,79,98
XB-GENE-984880,81,45,57,81,109,123
XB-GENE-984894,3,3,1,5,3,8
XB-GENE-984903,979,462,555,532,753,874
XB-GENE-984929,84,32,4,58,63,3
XB-GENE-984941,81,43,54,59,49,100
XB-GENE-984948,201,105,104,101,138,176
XB-GENE-984964,448,212,244,262,260,372
XB-GENE-984972,1,0,0,0,0,5
XB-GENE-985011,314,196,281,175,339,334
XB-GENE-985046,72,31,40,29,35,64
XB-GENE-985054,0,0,0,0,0,0
XB-GENE-985066,55,28,29,28,35,60
XB-GENE-985083,13,6,16,14,11,22
XB-GENE-985095,111,57,63,69,76,100
XB-GENE-985115,266,92,108,186,154,192
XB-GENE-985124,20,7,12,11,13,25
XB-GENE-985143,2518,1236,1146,1706,1810,1772
XB-GENE-985194,290,112,162,127,120,226
XB-GENE-985205,92,50,67,78,75,113
XB-GENE-985224,49,16,28,40,44,32
XB-GENE-985246,233,84,97,153,148,214
XB-GENE-985273,364,269,393,323,411,532
XB-GENE-985284,26,18,21,18,24,22
XB-GENE-985315,172,70,145,114,118,222
XB-GENE-985334,701,271,291,360,371,509
XB-GENE-985351,2,2,6,1,0,4
XB-GENE-985361,7,7,5,3,10,20
XB-GENE-985402,9,3,4,2,10,7
XB-GENE-985420,67,50,63,56,57,104
XB-GENE-985431,282,90,159,197,136,272
XB-GENE-985445,330,184,204,199,261,322
XB-GENE-985456,45,20,22,27,27,50
XB-GENE-985472,426,158,182,261,314,310
XB-GENE-985488,129,70,92,80,99,167
XB-GENE-985503,1017,357,415,688,634,782
XB-GENE-985517,42,23,31,34,35,54
XB-GENE-985537,2,2,1,0,3,2
XB-GENE-985542,56,27,32,34,41,76
XB-GENE-985564,157,100,142,92,150,168
XB-GENE-985586,76,39,63,52,67,97
XB-GENE-985595,0,0,0,0,0,0
XB-GENE-985609,32,21,70,21,35,127
XB-GENE-985616,2,2,2,1,2,3
XB-GENE-985629,47,13,18,33,40,66
XB-GENE-985671,59,24,32,35,60,99
XB-GENE-985682,211,107,154,133,150,234
XB-GENE-985701,6,2,2,1,2,5
XB-GENE-985719,100,46,37,56,42,45
XB-GENE-985738,145,52,60,110,84,129
XB-GENE-985749,13,6,9,13,11,15
XB-GENE-985759,24,2,1,6,5,3
XB-GENE-985773,167,68,100,78,123,220
XB-GENE-985781,0,0,4,0,0,2
XB-GENE-985792,29,14,18,17,17,19
XB-GENE-985800,8,2,3,0,4,14
XB-GENE-985808,1830,710,970,1272,1290,1679
XB-GENE-985817,21,13,22,14,27,55
XB-GENE-985824,3,1,2,0,1,1
XB-GENE-985835,197,66,97,107,94,102
XB-GENE-985847,96,35,48,52,42,78
XB-GENE-985857,52,10,28,20,35,29
XB-GENE-985888,21,7,5,11,7,9
XB-GENE-985905,633,322,382,351,402,545
XB-GENE-985920,315,159,166,177,232,340
XB-GENE-985937,48,22,31,32,40,80
XB-GENE-985949,146,77,108,93,114,144
XB-GENE-985968,59,22,29,38,48,52
XB-GENE-985994,1,0,1,0,1,8
XB-GENE-986009,68,44,54,46,77,104
XB-GENE-986018,72,39,45,41,57,57
XB-GENE-986031,341,159,217,218,215,322
XB-GENE-986041,2,6,3,5,6,20
XB-GENE-986085,1,0,1,0,0,2
XB-GENE-986099,355,135,220,267,289,433
XB-GENE-986111,542,260,367,308,405,513
XB-GENE-986120,299,195,139,160,215,151
XB-GENE-986128,36,29,27,25,30,39
XB-GENE-986136,44,11,14,17,26,44
XB-GENE-986157,776,454,784,443,753,754
XB-GENE-986192,0,0,0,0,0,0
XB-GENE-986207,0,0,0,0,0,1
XB-GENE-986233,1013,504,698,582,645,875
XB-GENE-986253,1724,909,1151,1099,1600,2204
XB-GENE-986281,87,32,83,56,55,129
XB-GENE-986307,644,360,459,467,420,631
XB-GENE-986319,139,63,80,80,109,144
XB-GENE-986335,0,0,1,1,1,4
XB-GENE-986345,230,119,134,138,147,242
XB-GENE-986357,2551,1329,1530,1566,1836,2405
XB-GENE-986368,1738,832,1020,1180,1253,1751
XB-GENE-986388,464,278,340,266,421,575
XB-GENE-986401,219,74,117,127,138,226
XB-GENE-986424,168,100,154,143,156,285
XB-GENE-986433,0,0,0,0,1,1
XB-GENE-986445,127,66,91,79,97,192
XB-GENE-986468,334,125,220,132,236,255
XB-GENE-986488,29,15,24,22,27,50
XB-GENE-986511,250,80,109,127,129,169
XB-GENE-986561,9,2,8,1,2,7
XB-GENE-986574,43,14,22,18,23,33
XB-GENE-986585,434,181,224,231,326,375
XB-GENE-986601,597,302,421,358,459,603
XB-GENE-986619,401,224,220,219,245,315
XB-GENE-986629,22,8,10,13,21,24
XB-GENE-986641,130,50,59,81,97,183
XB-GENE-986648,0,0,0,0,0,0
XB-GENE-986654,0,0,0,0,1,0
XB-GENE-986661,201,111,132,133,149,191
XB-GENE-986672,4977,1483,1836,2329,2209,3095
XB-GENE-986696,580,334,378,372,414,503
XB-GENE-986707,1,0,2,2,0,3
XB-GENE-986722,413,125,119,208,171,179
XB-GENE-986754,61,42,34,48,68,66
XB-GENE-986766,63,26,39,53,27,67
XB-GENE-986776,279,151,232,172,210,314
XB-GENE-986781,2,1,4,2,2,2
XB-GENE-986808,4,3,1,3,3,0
XB-GENE-986818,39,17,24,24,31,47
XB-GENE-986831,339,162,227,167,303,235
XB-GENE-986859,222,139,141,147,165,209
XB-GENE-986878,3470,1170,1602,2030,1894,3054
XB-GENE-986896,8,8,11,7,12,13
XB-GENE-986908,143,68,82,97,86,96
XB-GENE-986936,697,434,249,483,577,386
XB-GENE-986953,29,23,20,24,22,53
XB-GENE-986979,232,151,226,172,195,347
XB-GENE-986990,491,223,441,332,276,637
XB-GENE-987000,256,99,124,161,191,254
XB-GENE-987023,228,95,73,131,152,129
XB-GENE-987040,2,2,1,3,0,0
XB-GENE-987047,0,0,0,0,0,0
XB-GENE-987063,3,6,9,1,5,23
XB-GENE-987078,73,65,89,32,81,114
XB-GENE-987112,110,81,130,39,119,131
XB-GENE-987148,547,313,347,386,482,703
XB-GENE-987163,100,65,81,67,80,135
XB-GENE-987177,322,149,217,170,243,343
XB-GENE-987211,631,397,442,451,483,600
XB-GENE-987224,23,13,15,17,35,68
XB-GENE-987240,632,289,394,322,411,559
XB-GENE-987254,61,25,35,30,32,62
XB-GENE-987269,91,35,61,49,62,96
XB-GENE-987290,616,294,318,460,436,436
XB-GENE-987300,17,5,6,9,14,16
XB-GENE-987321,18,13,9,15,19,22
XB-GENE-987346,932,640,830,877,999,1656
XB-GENE-987378,51,12,17,26,15,19
XB-GENE-987418,343,140,238,179,169,393
XB-GENE-987429,0,0,2,0,1,1
XB-GENE-987456,145,62,111,88,105,174
XB-GENE-987469,1492,619,903,986,1089,1768
XB-GENE-987479,450,200,130,277,315,226
XB-GENE-987490,1,2,2,0,0,2
XB-GENE-987534,22,11,16,10,10,27
XB-GENE-987554,8,2,7,5,5,12
XB-GENE-987563,11,4,15,6,11,11
XB-GENE-987585,554,294,459,444,486,769
XB-GENE-987606,260,89,73,139,118,156
XB-GENE-987613,160,66,78,64,105,130
XB-GENE-987618,177,85,117,100,157,243
XB-GENE-987637,154,62,111,120,81,185
XB-GENE-987660,478,190,270,345,324,554
XB-GENE-987673,17,15,19,16,14,23
XB-GENE-987682,54,23,33,31,30,35
XB-GENE-987691,547,252,373,298,397,598
XB-GENE-987700,98,42,55,53,54,92
XB-GENE-987707,18,9,3,19,9,9
XB-GENE-987727,3,3,0,0,0,5
XB-GENE-987736,357,170,196,239,255,293
XB-GENE-987747,80,38,115,76,90,160
XB-GENE-987778,1415,868,844,990,1009,1349
XB-GENE-987791,27,4,11,15,14,9
XB-GENE-987814,1109,546,616,756,731,964
XB-GENE-987826,29,17,15,9,13,27
XB-GENE-987844,533,287,493,275,460,423
XB-GENE-987858,149,57,79,78,84,174
XB-GENE-987869,198,67,76,109,84,99
XB-GENE-987896,57,45,139,28,48,255
XB-GENE-987917,206,137,177,108,160,232
XB-GENE-987931,36,22,27,19,30,40
XB-GENE-987944,1,1,2,2,3,4
XB-GENE-987950,1,0,0,0,0,0
XB-GENE-987968,96,42,81,94,119,220
XB-GENE-988030,2268,2425,1592,1750,2984,2562
XB-GENE-988045,260,136,211,158,204,267
XB-GENE-988094,145,73,102,150,133,230
XB-GENE-988112,691,309,490,490,393,849
XB-GENE-988126,675,507,505,604,874,743
XB-GENE-988145,0,0,1,0,1,1
XB-GENE-988165,1,3,7,1,3,8
XB-GENE-988209,0,1,1,0,1,1
XB-GENE-988231,63,34,61,42,82,121
XB-GENE-988258,0,0,0,0,0,0
XB-GENE-988292,5,2,0,2,1,0
XB-GENE-988299,0,0,0,0,0,2
XB-GENE-988313,247,116,147,155,203,243
XB-GENE-988328,3,5,12,7,8,22
XB-GENE-988338,854,1000,787,520,1156,789
XB-GENE-988349,4,2,49,2,2,69
XB-GENE-988369,491,252,356,297,378,561
XB-GENE-988380,1120,493,715,720,722,1094
XB-GENE-988407,503,224,320,314,381,731
XB-GENE-988420,149,51,58,92,87,103
XB-GENE-988451,21,8,17,21,19,36
XB-GENE-988480,32,20,28,25,31,37
XB-GENE-988506,274,151,215,154,211,244
XB-GENE-988514,4,2,5,3,7,8
XB-GENE-988537,380,117,224,253,170,476
XB-GENE-988555,174,87,63,89,150,108
XB-GENE-988573,302,98,122,178,160,226
XB-GENE-988613,224,71,116,59,148,157
XB-GENE-988627,1,0,0,0,0,18
XB-GENE-988641,223,92,153,146,136,257
XB-GENE-988688,0,0,0,0,0,2
XB-GENE-988697,752,293,340,399,391,571
XB-GENE-988706,1513,708,847,840,787,1243
XB-GENE-988718,359,190,242,219,278,396
XB-GENE-988734,406,127,208,227,180,322
XB-GENE-988750,131,86,118,103,158,188
XB-GENE-988768,648,483,557,562,899,932
XB-GENE-988789,204,107,135,137,165,230
XB-GENE-988811,0,4,3,0,7,2
XB-GENE-988828,51,20,18,30,26,46
XB-GENE-988840,180,75,87,103,107,130
XB-GENE-988865,117,59,85,59,103,104
XB-GENE-988880,50,18,29,26,34,43
XB-GENE-988901,16,17,37,13,13,30
XB-GENE-988927,434,190,308,218,294,351
XB-GENE-988935,104,50,48,60,78,89
XB-GENE-988951,37,13,46,29,27,44
XB-GENE-988971,104,71,107,61,99,116
XB-GENE-988997,107,53,72,67,62,108
XB-GENE-989007,83,45,38,39,50,78
XB-GENE-989023,0,0,0,0,0,0
XB-GENE-989032,216,59,72,123,79,126
XB-GENE-989070,148,105,117,106,144,187
XB-GENE-989076,261,170,175,145,213,245
XB-GENE-989109,230,119,136,111,164,205
XB-GENE-989124,16,10,8,7,9,13
XB-GENE-989161,349,117,177,184,222,267
XB-GENE-989170,12,8,9,4,16,17
XB-GENE-989178,37,14,18,16,17,25
XB-GENE-989214,124,52,103,86,102,238
XB-GENE-989223,800,410,474,470,565,562
XB-GENE-989240,260,119,155,136,187,305
XB-GENE-989263,7,6,10,3,6,10
XB-GENE-989271,12,4,28,69,129,379
XB-GENE-989295,958,709,962,545,1334,933
XB-GENE-989308,99,68,93,62,94,89
XB-GENE-989327,564,333,837,376,751,854
XB-GENE-989345,2,1,1,1,0,0
XB-GENE-989364,328,311,270,259,302,435
XB-GENE-989378,83,40,49,49,48,55
XB-GENE-989385,2,1,0,0,0,4
XB-GENE-989395,0,0,0,0,0,0
XB-GENE-989407,0,0,0,0,0,0
XB-GENE-989412,27,16,18,14,28,33
XB-GENE-989421,104,60,67,54,79,110
XB-GENE-989450,1,0,0,0,0,0
XB-GENE-989464,1,4,2,1,8,9
XB-GENE-989479,248,117,121,158,177,250
XB-GENE-989494,0,0,0,0,0,0
XB-GENE-989505,88,38,48,34,52,52
XB-GENE-989525,695,326,459,384,435,787
XB-GENE-989569,79,31,83,64,62,98
XB-GENE-989599,2,1,2,0,0,2
XB-GENE-989616,43,23,22,27,26,32
XB-GENE-989636,1000,404,483,626,660,994
XB-GENE-989647,36,23,30,22,22,45
XB-GENE-989664,1121,544,1101,523,1013,1043
XB-GENE-989685,496,250,273,347,361,494
XB-GENE-989695,713,467,652,566,737,1052
XB-GENE-989719,39,16,12,18,13,23
XB-GENE-989735,71,36,42,35,34,55
XB-GENE-989745,0,2,8,1,1,7
XB-GENE-989765,3135,1575,1570,2079,2337,2738
XB-GENE-989777,206,68,89,131,127,169
XB-GENE-989792,0,1,1,0,0,14
XB-GENE-989801,19,13,12,14,18,25
XB-GENE-989809,228,117,140,139,160,242
XB-GENE-989827,112,45,67,62,64,50
XB-GENE-989842,73,35,26,44,37,65
XB-GENE-989852,83,45,49,54,67,97
XB-GENE-989883,0,2,0,0,0,1
XB-GENE-989907,97,35,56,81,73,87
XB-GENE-989924,521,260,328,345,325,484
XB-GENE-989940,0,0,0,0,0,3
XB-GENE-989945,52,37,42,44,43,78
XB-GENE-989952,1,1,1,1,0,1
XB-GENE-989965,876,409,547,549,547,768
XB-GENE-989980,0,0,0,0,0,0
XB-GENE-989990,16368,4554,5834,10916,10187,14107
XB-GENE-990014,4,4,8,5,13,10
XB-GENE-990027,285,158,219,139,256,303
XB-GENE-990045,0,0,1,0,1,0
XB-GENE-990058,231,161,159,101,146,162
XB-GENE-990070,190,63,87,103,115,209
XB-GENE-990083,399,212,251,359,332,465
XB-GENE-990091,103,38,16,52,50,16
XB-GENE-990118,5,2,8,7,4,11
XB-GENE-990126,12,3,6,5,2,15
XB-GENE-990134,510,227,594,364,459,795
XB-GENE-990143,263,100,165,171,125,260
XB-GENE-990178,0,0,2,1,3,4
XB-GENE-990223,43,17,23,23,37,29
XB-GENE-990254,61,41,33,23,37,61
XB-GENE-990265,46,22,42,28,37,61
XB-GENE-990282,8,7,3,9,2,17
XB-GENE-990302,123,66,71,77,82,150
XB-GENE-990332,140,39,112,86,40,199
XB-GENE-990344,88,41,83,56,78,108
XB-GENE-990361,60,41,89,48,55,165
XB-GENE-990383,154,107,127,82,109,193
XB-GENE-990404,854,296,371,502,556,832
XB-GENE-990432,0,2,1,0,0,4
XB-GENE-990448,87,66,69,46,77,127
XB-GENE-990476,69,19,10,35,57,58
XB-GENE-990494,93,60,108,64,87,185
XB-GENE-990501,5,5,15,4,7,20
XB-GENE-990512,1343,461,562,716,707,972
XB-GENE-990520,0,1,0,0,1,1
XB-GENE-990530,50,23,41,45,30,60
XB-GENE-990563,839,339,503,770,1075,1333
XB-GENE-990594,289,165,202,185,202,281
XB-GENE-990610,141,83,120,82,122,180
XB-GENE-990621,1,3,3,0,3,1
XB-GENE-990641,164,57,77,108,142,214
XB-GENE-990670,18,12,10,15,14,16
XB-GENE-990686,11,4,6,11,5,13
XB-GENE-990696,110,101,106,79,133,106
XB-GENE-990717,188,79,120,99,105,133
XB-GENE-990734,171,90,128,148,179,299
XB-GENE-990772,22,15,59,11,20,59
XB-GENE-990785,239,138,215,160,207,270
XB-GENE-990828,41,7,13,16,9,18
XB-GENE-990840,40,24,47,22,54,80
XB-GENE-990852,257,146,149,175,219,233
XB-GENE-990879,208,108,154,126,198,237
XB-GENE-990888,257,116,169,182,161,225
XB-GENE-990898,89,48,61,56,39,92
XB-GENE-990926,67,45,34,42,67,96
XB-GENE-990935,123,47,48,66,98,124
XB-GENE-990947,17,8,12,13,24,26
XB-GENE-990954,0,1,0,0,1,1
XB-GENE-990981,0,0,2,0,4,19
XB-GENE-990991,214,99,125,118,147,179
XB-GENE-990998,24,9,15,12,13,25
XB-GENE-991011,54,13,0,44,9,5
XB-GENE-991025,5797,3134,4096,4228,4524,5585
XB-GENE-991044,652,242,284,485,452,502
XB-GENE-991063,387,206,229,196,277,384
XB-GENE-991072,75,47,62,49,67,72
XB-GENE-991098,155,83,103,99,141,162
XB-GENE-991107,128,64,87,96,96,128
XB-GENE-991117,364,191,257,220,237,341
XB-GENE-991133,56,37,64,48,84,104
XB-GENE-991150,182,95,145,129,143,241
XB-GENE-991160,148,103,87,92,127,150
XB-GENE-991174,0,0,0,1,1,0
XB-GENE-991218,70,75,84,46,98,99
XB-GENE-991229,131,81,145,94,142,195
XB-GENE-991269,376,159,186,248,269,300
XB-GENE-991278,326,221,190,236,331,285
XB-GENE-991295,190,109,130,112,167,202
XB-GENE-991312,46,15,21,26,15,22
XB-GENE-991326,1,2,2,1,1,2
XB-GENE-991337,1772,769,1185,978,1158,1392
XB-GENE-991343,30,17,10,21,18,27
XB-GENE-991376,1227,771,888,848,1188,1230
XB-GENE-991387,83,36,55,62,62,74
XB-GENE-991403,15,7,18,12,11,23
XB-GENE-991447,269,180,253,193,224,380
XB-GENE-991459,790,348,538,497,488,751
XB-GENE-991476,74,23,43,58,45,85
XB-GENE-991545,65,35,51,58,63,90
XB-GENE-991563,471,199,265,453,465,731
XB-GENE-991580,4,1,1,1,2,5
XB-GENE-991585,0,0,0,0,0,0
XB-GENE-991604,127,62,92,84,111,132
XB-GENE-991621,1238,493,486,709,824,1024
XB-GENE-991648,6,3,5,3,0,1
XB-GENE-991663,247,167,238,150,222,293
XB-GENE-991683,409,208,314,219,414,320
XB-GENE-991693,524,321,356,441,590,551
XB-GENE-991701,8,2,1,0,6,3
XB-GENE-991723,1209,538,679,674,785,1029
XB-GENE-991764,4311,1388,735,2497,2032,1645
XB-GENE-991777,279,111,213,155,245,268
XB-GENE-991786,112,59,80,77,87,123
XB-GENE-991818,132,98,147,79,211,145
XB-GENE-991843,219,123,126,125,153,235
XB-GENE-991855,23,15,20,14,10,21
XB-GENE-991877,56,31,33,25,36,56
XB-GENE-991886,6,2,1,7,5,3
XB-GENE-991900,302,210,291,234,287,452
XB-GENE-991929,86,20,41,40,45,100
XB-GENE-991963,103,49,41,87,70,83
XB-GENE-991969,125,63,117,96,115,198
XB-GENE-991978,31,6,12,24,15,26
XB-GENE-991992,67,23,20,41,38,64
XB-GENE-992007,71,58,31,53,68,49
XB-GENE-992049,54,34,52,32,42,64
XB-GENE-992060,3863,1772,1705,2403,2631,2926
XB-GENE-992076,124,111,149,73,172,227
XB-GENE-992105,149,65,64,105,92,137
XB-GENE-992117,151,77,81,87,97,138
XB-GENE-992126,186,92,112,75,125,175
XB-GENE-992138,1247,404,539,883,796,1085
XB-GENE-992161,461,231,330,355,382,481
XB-GENE-992214,126,84,95,100,109,132
XB-GENE-992222,136,94,129,95,102,192
XB-GENE-992242,145,58,79,84,93,103
XB-GENE-992253,52,34,31,40,41,40
XB-GENE-992262,82,38,240,62,42,255
XB-GENE-992269,9,3,7,6,5,15
