xenbase_gene_id,S20_C_5,S20_C_6,S20_C_A,S20_F_5,S20_F_6,S20_F_A
XB-GENE-968292,34,22,18,30,22,42
XB-GENE-968318,74,23,29,43,31,53
XB-GENE-968327,116,38,36,79,50,107
XB-GENE-968354,100,45,48,57,79,109
XB-GENE-968368,16,14,27,21,26,40
XB-GENE-968381,26,14,20,15,24,33
XB-GENE-968399,6014,2291,3084,4831,4331,5866
XB-GENE-968421,169,109,140,136,127,185
XB-GENE-968446,523,177,165,266,253,288
XB-GENE-968455,426,180,232,304,290,457
XB-GENE-968479,820,443,696,483,623,911
XB-GENE-968491,20,9,28,8,9,26
XB-GENE-968501,27,11,23,54,130,130
XB-GENE-968514,2,4,18,6,4,9
XB-GENE-968540,208,112,115,134,126,160
XB-GENE-968559,30,19,30,20,37,45
XB-GENE-968570,218,120,168,143,182,216
XB-GENE-968584,6,3,2,3,4,2
XB-GENE-968611,995,374,632,851,726,1292
XB-GENE-968623,52,23,54,29,38,71
XB-GENE-968633,0,0,0,0,0,2
XB-GENE-968645,362,187,222,215,208,289
XB-GENE-968665,169,50,165,101,231,1091
XB-GENE-968683,5,1,2,3,1,5
XB-GENE-968694,12,5,9,8,12,36
XB-GENE-968704,0,0,0,0,0,0
XB-GENE-968721,1,2,6,11,0,15
XB-GENE-968737,190,109,82,128,129,135
XB-GENE-968747,259,115,147,194,225,310
XB-GENE-968761,11,5,18,9,6,22
XB-GENE-968769,0,0,0,0,0,0
XB-GENE-968781,95,39,54,55,58,143
XB-GENE-968793,61,24,32,36,40,62
XB-GENE-968803,2049,853,1372,1736,1608,2617
XB-GENE-968823,1397,680,804,885,1039,1230
XB-GENE-968857,734,340,419,469,487,734
XB-GENE-968876,60,29,40,37,46,83
XB-GENE-968916,254,134,196,178,186,233
XB-GENE-968930,267,52,172,243,357,573
XB-GENE-969008,270,135,178,153,190,256
XB-GENE-969029,349,161,189,213,208,249
XB-GENE-969046,523,246,272,344,354,491
XB-GENE-969057,55,20,15,55,44,31
XB-GENE-969068,3198,1378,2171,2369,2447,4134
XB-GENE-969081,145,67,35,85,91,87
XB-GENE-969090,217,94,125,103,135,150
XB-GENE-969102,325,160,227,256,318,475
XB-GENE-969111,16,7,15,6,7,31
XB-GENE-969121,37,17,36,28,30,53
XB-GENE-969133,140,83,84,83,91,109
XB-GENE-969144,716,228,235,464,366,467
XB-GENE-969158,118,47,55,76,59,120
XB-GENE-969175,190,92,86,135,158,177
XB-GENE-969184,81,74,44,37,63,50
XB-GENE-969198,791,346,579,694,656,1113
XB-GENE-969232,0,0,0,0,0,0
XB-GENE-969252,7,7,4,2,1,4
XB-GENE-969269,73,43,55,58,54,123
XB-GENE-969280,25,54,42,24,32,49
XB-GENE-969328,18,6,11,13,16,20
XB-GENE-969339,133,52,40,63,98,80
XB-GENE-969402,72,26,32,57,62,57
XB-GENE-969411,159,113,98,113,175,154
XB-GENE-969423,298,165,214,171,293,453
XB-GENE-969453,24669,13040,20502,12894,24133,18586
XB-GENE-969476,714,281,396,386,434,450
XB-GENE-969512,212,106,151,152,170,256
XB-GENE-969578,3315,1491,2331,2111,2508,4279
XB-GENE-969589,14,5,19,7,11,34
XB-GENE-969606,63,30,38,26,48,56
XB-GENE-969617,8,6,6,2,2,7
XB-GENE-969642,0,1,0,0,0,0
XB-GENE-969732,159,89,160,148,212,387
XB-GENE-969746,15532,6932,8820,12255,11131,16749
XB-GENE-969758,192,125,153,129,115,190
XB-GENE-969771,241,111,154,104,278,212
XB-GENE-969783,2464,976,1690,1952,1807,2609
XB-GENE-969807,164,84,111,165,189,242
XB-GENE-969819,241,124,151,151,138,228
XB-GENE-969834,1916,776,1219,1364,1420,2276
XB-GENE-969856,56,38,44,40,65,87
XB-GENE-969897,1222,572,734,768,855,1310
XB-GENE-969908,1121,474,696,702,758,987
XB-GENE-969928,157,105,101,75,141,131
XB-GENE-969960,678,275,376,491,549,704
XB-GENE-970004,72,46,41,67,52,60
XB-GENE-970013,72,43,40,49,50,85
XB-GENE-970023,331,317,418,385,511,830
XB-GENE-970041,340,152,241,208,222,365
XB-GENE-970054,236,102,135,143,174,231
XB-GENE-970075,1096,602,830,689,834,1151
XB-GENE-970090,353,147,212,209,276,329
XB-GENE-970106,111,63,85,91,92,133
XB-GENE-970150,39,11,25,24,24,47
XB-GENE-970184,1124,411,415,686,765,1366
XB-GENE-970197,300,177,291,285,266,407
XB-GENE-970210,134,56,73,87,108,127
XB-GENE-970272,129,87,117,120,160,212
XB-GENE-970282,4,4,5,3,2,4
XB-GENE-970300,203,80,91,122,114,200
XB-GENE-970326,218,102,134,143,157,229
XB-GENE-970341,0,0,0,0,0,1
XB-GENE-970358,729,281,333,436,432,477
XB-GENE-970400,545,234,218,339,300,398
XB-GENE-970414,3872,1889,1972,3042,3496,3367
XB-GENE-970516,1893,750,1360,1572,1538,2807
XB-GENE-970525,0,2,3,0,3,6
XB-GENE-970551,37,23,34,29,22,56
XB-GENE-970580,400,229,220,236,261,272
XB-GENE-970609,701,348,473,433,636,819
XB-GENE-970622,1910,945,1121,1279,1206,1575
XB-GENE-970644,14,5,9,7,6,14
XB-GENE-970657,165,81,113,109,157,184
XB-GENE-970669,301,156,184,133,209,241
XB-GENE-970693,46,37,36,41,43,62
XB-GENE-970706,16,14,15,20,14,26
XB-GENE-970724,140,65,69,76,97,141
XB-GENE-970735,491,225,257,307,363,412
XB-GENE-970750,193,113,151,165,158,331
XB-GENE-970764,902,631,734,614,956,1020
XB-GENE-970786,7,4,10,7,14,29
XB-GENE-970800,194,66,73,108,108,140
XB-GENE-970821,0,0,1,0,0,0
XB-GENE-970831,161,78,89,92,150,159
XB-GENE-970842,304,185,248,201,264,368
XB-GENE-970863,275,117,118,156,179,230
XB-GENE-970876,454,229,260,284,336,383
XB-GENE-970886,218,106,119,122,143,182
XB-GENE-970904,109,62,71,65,102,114
XB-GENE-970924,36,9,17,22,30,42
XB-GENE-970944,3,4,7,3,13,7
XB-GENE-970970,148,73,77,92,99,130
XB-GENE-971016,292,117,138,206,206,306
XB-GENE-971033,545,248,281,299,343,621
XB-GENE-971044,18,10,14,20,14,23
XB-GENE-971053,222,169,126,156,267,286
XB-GENE-971067,50,38,28,33,42,47
XB-GENE-971077,277,109,184,189,219,260
XB-GENE-971102,177,66,156,104,135,220
XB-GENE-971113,238,126,135,156,194,210
XB-GENE-971141,0,0,0,0,0,18
XB-GENE-971154,1175,547,596,795,773,1561
XB-GENE-971204,1037,445,453,625,631,672
XB-GENE-971217,318,144,167,188,191,287
XB-GENE-971228,20,8,7,12,7,16
XB-GENE-971240,66,43,45,32,81,78
XB-GENE-971253,40,24,36,28,54,52
XB-GENE-971367,14,10,16,12,18,31
XB-GENE-971390,78,15,28,52,19,36
XB-GENE-971404,20,12,21,10,20,50
XB-GENE-971417,157,99,136,142,155,264
XB-GENE-971438,3,1,9,3,5,15
XB-GENE-971457,584,363,493,334,514,738
XB-GENE-971472,185,80,102,86,118,172
XB-GENE-971486,4258,2250,2516,3052,3158,4154
XB-GENE-971507,171,90,96,102,115,158
XB-GENE-971542,7,3,6,5,6,21
XB-GENE-971554,221,250,636,160,281,1524
XB-GENE-971570,46,30,43,21,41,61
XB-GENE-971583,1,2,0,1,2,2
XB-GENE-971594,280,148,246,199,220,452
XB-GENE-971640,80,31,35,26,42,37
XB-GENE-971651,229,81,113,135,175,320
XB-GENE-971671,98,48,58,61,64,138
XB-GENE-971684,84,31,35,50,37,95
XB-GENE-971697,232,130,138,131,172,200
XB-GENE-971707,5232,1960,3270,4246,4028,6341
XB-GENE-971719,54,22,18,32,43,32
XB-GENE-971733,10,4,8,5,15,15
XB-GENE-971755,30,25,31,21,30,41
XB-GENE-971782,24,10,21,29,29,43
XB-GENE-971793,85,35,39,42,47,41
XB-GENE-971817,51,23,24,28,34,40
XB-GENE-971847,340,143,211,222,248,381
XB-GENE-971908,150,75,107,86,155,209
XB-GENE-971922,0,0,0,0,0,0
XB-GENE-971933,126,56,91,86,100,169
XB-GENE-971963,30,5,16,16,15,26
XB-GENE-971981,4,0,1,1,0,0
XB-GENE-972017,44,16,28,35,27,57
XB-GENE-972027,167,54,66,95,88,113
XB-GENE-972047,150,63,74,126,93,164
XB-GENE-972091,0,0,3,8,36,71
XB-GENE-972107,89,30,41,50,49,65
XB-GENE-972147,221,123,162,138,178,251
XB-GENE-972163,1343,620,760,798,908,1106
XB-GENE-972188,1463,1101,868,1089,1519,1310
XB-GENE-972209,269,103,111,281,239,347
XB-GENE-972241,2543,1013,1709,2230,2149,3643
XB-GENE-972253,18,7,42,7,16,74
XB-GENE-972272,516,272,353,417,406,577
XB-GENE-972284,554,294,350,411,473,575
XB-GENE-972297,14,7,3,13,20,26
XB-GENE-972311,371,152,153,170,161,268
XB-GENE-972329,496,235,308,336,394,528
XB-GENE-972357,88,48,59,71,69,104
XB-GENE-972367,355,138,227,233,225,321
XB-GENE-972383,122,58,66,57,95,94
XB-GENE-972403,858,372,449,581,592,804
XB-GENE-972418,234,93,168,123,176,255
XB-GENE-972446,10720,5851,5221,6696,8075,8356
XB-GENE-972465,231,99,107,150,175,294
XB-GENE-972477,44,29,38,36,41,80
XB-GENE-972516,144,78,117,152,176,308
XB-GENE-972527,95,48,43,74,109,240
XB-GENE-972544,1192,557,586,688,781,942
XB-GENE-972569,15,5,7,15,18,14
XB-GENE-972580,4,0,2,1,0,2
XB-GENE-972594,187,77,180,137,146,217
XB-GENE-972605,195,69,99,153,164,280
XB-GENE-972623,1903,762,891,1129,1305,1514
XB-GENE-972636,232,102,176,244,254,390
XB-GENE-972651,629,274,284,439,477,601
XB-GENE-972664,226,119,132,145,147,230
XB-GENE-972673,457,191,221,331,369,439
XB-GENE-972686,6,1,8,5,5,14
XB-GENE-972698,4,7,9,7,6,5
XB-GENE-972708,0,0,0,0,0,14
XB-GENE-972733,88,37,42,51,52,111
XB-GENE-972748,49,22,22,24,32,58
XB-GENE-972760,1922,716,1146,1595,1533,2315
XB-GENE-972783,811,510,456,607,770,467
XB-GENE-972806,522,278,436,449,577,894
XB-GENE-972843,9,7,6,9,6,12
XB-GENE-972879,414,158,233,243,232,273
XB-GENE-972901,33,10,25,22,31,72
XB-GENE-972913,286,129,184,195,231,306
XB-GENE-972927,66,34,28,50,68,86
XB-GENE-972941,200,116,180,166,205,257
XB-GENE-972996,269,144,137,161,287,350
XB-GENE-973009,255,62,134,192,189,296
XB-GENE-973025,512,258,377,338,467,665
XB-GENE-973064,13,4,10,5,4,13
XB-GENE-973076,63,32,48,40,57,72
XB-GENE-973087,750,391,508,534,618,865
XB-GENE-973098,207,91,122,131,149,176
XB-GENE-973110,42,13,7,21,39,37
XB-GENE-973123,132,62,115,91,72,164
XB-GENE-973146,0,0,2,0,1,1
XB-GENE-973167,80,44,65,54,69,86
XB-GENE-973199,35,17,40,17,40,76
XB-GENE-973235,321,153,176,235,292,364
XB-GENE-973248,13,15,4,2,7,11
XB-GENE-973276,264,124,130,188,234,223
XB-GENE-973285,13,6,8,10,15,24
XB-GENE-973299,100,39,57,73,127,161
XB-GENE-973313,0,0,0,0,0,2
XB-GENE-973328,192,110,184,146,183,264
XB-GENE-973347,114,46,82,101,95,162
XB-GENE-973358,168,76,130,103,118,201
XB-GENE-973384,436,196,321,209,410,525
XB-GENE-973398,461,152,302,216,236,389
XB-GENE-973414,311,143,231,173,194,359
XB-GENE-973438,97,31,29,43,56,70
XB-GENE-973465,134,90,32,94,134,62
XB-GENE-973481,26,20,12,24,24,20
XB-GENE-973504,64,24,45,35,54,82
XB-GENE-973532,952,387,555,551,619,810
XB-GENE-973560,1083,374,360,677,720,781
XB-GENE-973585,81,32,48,44,46,51
XB-GENE-973595,283,119,151,173,182,228
XB-GENE-973610,2,0,3,0,1,3
XB-GENE-973623,595,273,389,466,489,672
XB-GENE-973633,223,136,162,140,219,222
XB-GENE-973644,1899,959,1224,1316,1303,2114
XB-GENE-973679,3,1,8,1,1,35
XB-GENE-973722,29,20,22,17,35,61
XB-GENE-973731,2,1,5,1,1,5
XB-GENE-973755,140,24,30,51,17,50
XB-GENE-973767,622,236,327,341,417,438
XB-GENE-973782,282,125,191,159,191,364
XB-GENE-973819,92,42,28,29,55,138
XB-GENE-973831,258,107,149,202,235,332
XB-GENE-973843,1693,835,1161,1059,1145,1678
XB-GENE-973863,188,96,109,120,162,183
XB-GENE-973877,5,2,10,1,2,11
XB-GENE-973892,2,2,3,2,5,5
XB-GENE-973971,48,13,22,18,25,29
XB-GENE-973996,378,180,231,238,296,363
XB-GENE-974009,519,215,311,359,452,564
XB-GENE-974023,716,324,407,491,524,678
XB-GENE-974095,147,60,91,108,136,179
XB-GENE-974105,349,178,264,229,279,384
XB-GENE-974135,107,83,103,85,150,134
XB-GENE-974159,647,333,495,399,510,644
XB-GENE-974189,281,129,145,167,190,243
XB-GENE-974211,2275,899,1511,2114,2150,3613
XB-GENE-974221,262,113,135,181,155,213
XB-GENE-974243,48,20,27,25,23,58
XB-GENE-974256,5,2,4,9,1,10
XB-GENE-974269,2310,1231,1021,1756,1646,1550
XB-GENE-974283,2,2,2,1,3,4
XB-GENE-974298,276,130,115,149,212,178
XB-GENE-974310,93,55,54,79,114,98
XB-GENE-974323,912,349,494,726,736,1040
XB-GENE-974339,379,236,317,223,432,362
XB-GENE-974369,54,20,28,37,37,44
XB-GENE-974385,1295,553,793,892,930,1435
XB-GENE-974412,98,87,113,75,71,255
XB-GENE-974430,0,1,1,1,2,5
XB-GENE-974445,111,54,105,87,147,206
XB-GENE-974459,1515,691,980,981,1221,1736
XB-GENE-974469,270,169,250,193,238,351
XB-GENE-974489,336,164,173,231,349,369
XB-GENE-974520,414,170,121,302,318,354
XB-GENE-974534,99,47,65,67,61,117
XB-GENE-974547,2286,1257,1489,1486,1672,2216
XB-GENE-974565,73,39,43,52,74,68
XB-GENE-974580,82,58,69,51,89,92
XB-GENE-974602,481,180,289,397,459,566
XB-GENE-974620,136,60,72,90,120,141
XB-GENE-974631,81,50,55,58,67,111
XB-GENE-974657,0,1,4,0,1,4
XB-GENE-974670,870,470,604,506,705,1092
XB-GENE-974686,517,309,526,418,541,1198
XB-GENE-974700,0,0,0,0,1,0
XB-GENE-974724,14,3,9,25,25,36
XB-GENE-974743,533,223,212,327,396,700
XB-GENE-974756,264,127,160,214,307,401
XB-GENE-974769,293,127,161,133,190,328
XB-GENE-974806,1599,643,1075,1296,1287,1993
XB-GENE-974827,201,70,162,205,234,411
XB-GENE-974839,1150,444,449,583,707,813
XB-GENE-974864,401,246,375,356,333,692
XB-GENE-974892,142,73,103,77,126,165
XB-GENE-974903,85,55,36,59,94,73
XB-GENE-974915,57,26,24,33,34,53
XB-GENE-974928,38,29,44,26,21,111
XB-GENE-974938,2977,1658,1182,2563,2005,1526
XB-GENE-974962,225,110,160,156,190,245
XB-GENE-974974,90,55,52,58,71,94
XB-GENE-974989,182,83,106,89,141,165
XB-GENE-975020,4184,1902,2638,3249,3455,5132
XB-GENE-975037,52,17,46,51,59,171
XB-GENE-975052,1038,408,528,764,790,953
XB-GENE-975062,1091,625,590,930,722,1120
XB-GENE-975078,100,44,60,66,74,113
XB-GENE-975107,1147,599,709,744,901,1163
XB-GENE-975120,0,0,0,0,0,1
XB-GENE-975132,222,102,105,158,115,131
XB-GENE-975159,575,338,405,388,455,588
XB-GENE-975172,547,197,230,418,361,530
XB-GENE-975185,115,57,85,74,100,130
XB-GENE-975250,0,0,0,0,0,0
XB-GENE-975261,351,196,305,181,309,302
XB-GENE-975271,34,21,12,26,41,34
XB-GENE-975283,464,211,262,339,298,465
XB-GENE-975294,496,161,275,317,330,621
XB-GENE-975317,10,4,7,5,4,29
XB-GENE-975329,64,25,32,34,29,36
XB-GENE-975352,121,46,48,54,69,97
XB-GENE-975365,185,71,120,122,62,136
XB-GENE-975378,154,74,97,86,132,85
XB-GENE-975431,31,12,14,28,26,39
XB-GENE-975444,2,0,3,0,1,4
XB-GENE-975479,1,0,2,1,3,1
XB-GENE-975746,10,4,8,6,8,18
XB-GENE-975755,462,189,224,154,433,326
XB-GENE-975767,43,35,33,31,34,82
XB-GENE-975776,62,24,57,50,47,95
XB-GENE-975787,57,40,44,52,72,71
XB-GENE-975879,644,342,408,409,484,587
XB-GENE-975897,12446,6252,3339,8020,7890,3668
XB-GENE-975911,204,129,152,121,169,214
XB-GENE-975924,31,11,18,17,20,31
XB-GENE-975953,50,21,24,30,50,42
XB-GENE-975969,3,3,5,2,6,5
XB-GENE-975980,16,19,40,34,10,48
XB-GENE-976017,210,81,75,115,107,153
XB-GENE-976029,414,213,296,252,258,518
XB-GENE-976038,215,112,167,125,180,303
XB-GENE-976062,35,11,15,32,31,68
XB-GENE-976075,4,0,0,0,50,50
XB-GENE-976090,129,75,88,94,102,171
XB-GENE-976119,181,106,99,144,148,250
XB-GENE-976131,5,5,9,6,10,10
XB-GENE-976140,685,337,481,447,560,841
XB-GENE-976148,98,51,64,65,76,107
XB-GENE-976158,389,233,242,268,377,319
XB-GENE-976178,43,28,32,17,31,48
XB-GENE-976204,5,5,7,5,4,7
XB-GENE-976216,1885,622,1222,1832,1462,3020
XB-GENE-976225,158,88,148,75,141,150
XB-GENE-976232,45,24,31,41,13,30
XB-GENE-976248,1107,551,593,659,659,888
XB-GENE-976285,490,218,229,300,381,326
XB-GENE-976299,15,11,23,7,18,24
XB-GENE-976309,0,0,1,0,0,4
XB-GENE-976321,212,176,189,128,220,206
XB-GENE-976334,2505,1284,1271,1705,2018,2410
XB-GENE-976348,46,69,81,41,80,91
XB-GENE-976376,266,83,94,125,96,177
XB-GENE-976392,1305,678,534,917,1120,870
XB-GENE-976405,269,93,139,137,167,174
XB-GENE-976421,54,29,40,30,44,54
XB-GENE-976431,178,62,101,96,88,162
XB-GENE-976442,749,418,604,436,471,846
XB-GENE-976456,1061,565,378,720,854,702
XB-GENE-976469,666,455,576,286,439,764
XB-GENE-976497,255,110,139,146,226,359
XB-GENE-976506,157,50,59,66,74,110
XB-GENE-976537,80,99,58,69,139,83
XB-GENE-976548,11,8,5,10,7,13
XB-GENE-976560,188,92,65,94,135,191
XB-GENE-976571,536,336,579,385,559,777
XB-GENE-976601,2,0,0,0,0,1
XB-GENE-976609,308,98,117,158,116,194
XB-GENE-976628,189,86,87,103,122,136
XB-GENE-976648,2787,1489,2271,1887,1907,3068
XB-GENE-976660,31,14,25,18,20,63
XB-GENE-976679,2,5,7,2,2,13
XB-GENE-976683,646,348,479,427,523,850
XB-GENE-976701,105,58,83,78,89,159
XB-GENE-976717,53,53,56,41,64,79
XB-GENE-976737,1872,813,1405,1411,1598,2645
XB-GENE-976747,16,11,12,13,14,18
XB-GENE-976767,93,55,69,65,76,94
XB-GENE-976778,51,32,41,46,65,73
XB-GENE-976793,392,164,277,262,300,446
XB-GENE-976805,70,40,50,61,81,95
XB-GENE-976817,19,8,20,11,29,28
XB-GENE-976830,65,17,53,34,36,55
XB-GENE-976852,368,212,417,217,372,406
XB-GENE-976893,38,17,23,28,24,43
XB-GENE-976914,1400,610,771,778,895,1123
XB-GENE-976925,5,6,7,4,4,3
XB-GENE-976942,2542,1255,1615,1581,2079,2382
XB-GENE-976949,308,177,323,148,318,257
XB-GENE-976961,33,12,21,19,29,25
XB-GENE-976972,6,0,4,2,2,11
XB-GENE-976979,82,31,34,54,65,78
XB-GENE-976988,41,15,23,20,27,52
XB-GENE-976997,175,81,104,88,105,145
XB-GENE-977008,6,9,16,4,9,17
XB-GENE-977020,112,66,83,64,100,145
XB-GENE-977031,42,12,20,21,35,30
XB-GENE-977058,264,137,137,191,179,353
XB-GENE-977066,9,2,6,2,3,5
XB-GENE-977079,429,161,243,311,295,532
XB-GENE-977088,38,14,24,24,19,38
XB-GENE-977118,205,102,112,108,166,153
XB-GENE-977131,95,50,51,65,77,85
XB-GENE-977144,0,0,1,1,1,1
XB-GENE-977154,76,47,28,37,55,46
XB-GENE-977162,874,364,428,461,513,814
XB-GENE-977182,67,21,38,41,32,65
XB-GENE-977195,139,81,95,85,113,175
XB-GENE-977208,103,52,69,74,80,71
XB-GENE-977220,27,11,7,24,36,34
XB-GENE-977244,624,225,306,328,396,538
XB-GENE-977264,1,0,8,3,3,23
XB-GENE-977273,46,29,29,9,48,53
XB-GENE-977287,32,11,5,12,13,8
XB-GENE-977303,329,149,152,223,148,260
XB-GENE-977319,144,43,73,90,83,143
XB-GENE-977331,1414,546,894,1005,1032,1614
XB-GENE-977365,390,187,251,194,281,339
XB-GENE-977396,340,141,222,209,266,342
XB-GENE-977405,490,243,262,287,335,389
XB-GENE-977417,320,132,163,186,186,268
XB-GENE-977428,2,3,4,1,2,3
XB-GENE-977439,471,222,256,306,346,429
XB-GENE-977468,480,309,350,371,452,518
XB-GENE-977488,208,85,165,89,127,158
XB-GENE-977512,7,4,6,3,5,7
XB-GENE-977522,351,136,116,314,206,217
XB-GENE-977532,12,3,9,8,8,9
XB-GENE-977545,3,0,1,0,5,1
XB-GENE-977554,208,94,114,120,143,174
XB-GENE-977569,503,186,255,231,338,286
XB-GENE-977596,45,28,32,28,53,62
XB-GENE-977607,25,7,15,13,18,22
XB-GENE-977615,0,1,0,0,0,1
XB-GENE-977629,31,9,60,30,29,119
XB-GENE-977662,98,33,37,61,58,88
XB-GENE-977676,291,154,213,241,262,400
XB-GENE-977688,98,115,99,70,106,128
XB-GENE-977715,946,403,489,480,522,889
XB-GENE-977726,288,158,188,283,295,276
XB-GENE-977735,50,22,26,30,29,88
XB-GENE-977760,165,72,126,142,199,346
XB-GENE-977778,181,57,62,137,136,184
XB-GENE-977878,6,5,15,3,3,15
XB-GENE-977885,3,1,4,3,2,4
XB-GENE-977897,74,41,57,47,55,101
XB-GENE-977923,9,4,6,3,4,6
XB-GENE-977950,118,47,57,39,48,97
XB-GENE-977961,0,0,0,0,0,0
XB-GENE-977973,2,2,1,1,2,3
XB-GENE-977987,52,25,16,25,46,51
XB-GENE-977999,12,6,11,10,9,11
XB-GENE-978022,5,0,1,1,0,5
XB-GENE-978029,185,89,174,122,181,201
XB-GENE-978047,0,0,0,0,0,0
XB-GENE-978093,431,10,132,34,77,266
XB-GENE-978105,413,184,298,281,368,456
XB-GENE-978138,26,15,29,9,21,28
XB-GENE-978150,1149,486,615,603,632,699
XB-GENE-978159,145,52,75,83,83,127
XB-GENE-978187,31,9,7,24,15,13
XB-GENE-978208,38,16,32,35,31,45
XB-GENE-978223,77,42,111,43,71,190
XB-GENE-978250,171,82,110,92,105,191
XB-GENE-978269,320,167,230,195,190,282
XB-GENE-978293,132,86,82,74,77,126
XB-GENE-978304,2078,841,981,1747,1658,1794
XB-GENE-978341,188,122,156,134,221,238
XB-GENE-978354,5009,1688,1960,2824,2451,3992
XB-GENE-978369,9,5,5,1,8,5
XB-GENE-978383,19,8,17,8,23,20
XB-GENE-978395,215,106,154,166,198,253
XB-GENE-978404,201,105,278,110,233,247
XB-GENE-978423,82,44,35,47,64,68
XB-GENE-978433,213,89,186,128,134,270
XB-GENE-978445,1324,481,715,970,1221,1499
XB-GENE-978458,2,1,5,11,2,18
XB-GENE-978477,11,4,4,8,7,15
XB-GENE-978496,383,154,193,216,229,331
XB-GENE-978511,1044,421,563,637,662,830
XB-GENE-978526,28,10,21,20,15,41
XB-GENE-978537,62,36,48,60,51,69
XB-GENE-978558,110,62,91,96,162,304
XB-GENE-978581,76,43,89,46,59,145
XB-GENE-978783,2,1,0,3,3,2
XB-GENE-978795,166,99,107,103,132,192
XB-GENE-978823,343,227,280,263,300,380
XB-GENE-978831,228,148,180,166,183,263
XB-GENE-978878,91,38,100,39,33,126
XB-GENE-978890,380,155,200,252,240,412
XB-GENE-978913,13,5,2,6,7,13
XB-GENE-978934,9,4,7,5,14,24
XB-GENE-979004,256,116,127,172,221,266
XB-GENE-979050,598,284,353,422,448,552
XB-GENE-979061,28,17,28,28,27,45
XB-GENE-979099,632,231,432,307,470,547
XB-GENE-979119,695,412,498,407,507,847
XB-GENE-979131,85,48,64,53,71,103
XB-GENE-979142,174,91,111,112,144,175
XB-GENE-979162,122,48,79,82,88,93
XB-GENE-979173,174,89,103,111,104,226
XB-GENE-979187,196,95,109,120,150,166
XB-GENE-979199,275,158,149,171,222,258
XB-GENE-979222,191,96,143,129,188,208
XB-GENE-979235,734,414,527,387,628,696
XB-GENE-979250,159,71,89,101,113,106
XB-GENE-979263,278,137,171,212,262,380
XB-GENE-979286,158,125,161,172,144,227
XB-GENE-979310,1839,622,684,1083,926,1404
XB-GENE-979334,139,88,86,95,135,166
XB-GENE-979441,190,95,91,116,87,87
XB-GENE-979454,13,11,11,11,9,17
XB-GENE-979461,128,99,90,58,134,84
XB-GENE-979490,335,140,209,209,214,300
XB-GENE-979502,161,75,84,95,114,146
XB-GENE-979514,0,0,1,0,1,3
XB-GENE-979529,44,26,22,26,22,55
XB-GENE-979551,101,48,74,26,95,114
XB-GENE-979568,234,90,148,147,219,229
XB-GENE-979588,144,63,104,61,101,133
XB-GENE-979604,1,1,6,0,2,8
XB-GENE-979614,1131,497,798,940,1008,1534
XB-GENE-979633,9,8,8,9,8,20
XB-GENE-979642,119,58,73,80,90,146
XB-GENE-979651,121,56,68,73,93,138
XB-GENE-979665,18,11,9,10,11,9
XB-GENE-979678,164,58,84,129,114,137
XB-GENE-979689,3,2,0,2,1,2
XB-GENE-979701,191,123,219,104,199,224
XB-GENE-979715,25,16,15,21,17,41
XB-GENE-979728,168,79,104,89,125,169
XB-GENE-979753,218,153,201,155,207,284
XB-GENE-979762,117,56,64,76,123,162
XB-GENE-979772,0,0,1,2,2,1
XB-GENE-979783,17,6,13,14,23,17
XB-GENE-979802,603,419,417,454,576,834
XB-GENE-979817,0,0,0,1,0,0
XB-GENE-979830,1286,576,810,863,818,1248
XB-GENE-979839,205,94,155,108,133,202
XB-GENE-979863,105,30,47,51,43,83
XB-GENE-979894,480,185,227,350,339,487
XB-GENE-979911,3,2,2,0,2,5
XB-GENE-979925,43,14,25,37,30,57
XB-GENE-979941,28,13,10,17,16,28
XB-GENE-979948,5,2,6,3,2,7
XB-GENE-979975,111,37,90,82,85,192
XB-GENE-980002,233,102,129,131,187,280
XB-GENE-980017,1,2,10,3,4,7
XB-GENE-980044,492,248,187,357,291,249
XB-GENE-980064,411,168,119,267,312,236
XB-GENE-980125,283,147,179,159,252,316
XB-GENE-980135,106,59,67,69,81,122
XB-GENE-980172,1,1,1,1,2,0
XB-GENE-980189,536,289,280,283,370,387
XB-GENE-980198,6,10,17,3,28,21
XB-GENE-980210,187,94,170,155,171,238
XB-GENE-980236,0,0,1,0,1,0
XB-GENE-980248,157,77,88,95,124,188
XB-GENE-980259,61,28,37,59,99,115
XB-GENE-980272,0,0,0,1,0,0
XB-GENE-980281,906,470,588,712,871,976
XB-GENE-980302,302,145,156,171,234,256
XB-GENE-980323,47,36,52,40,70,59
XB-GENE-980347,6,3,4,6,5,5
XB-GENE-980357,423,208,215,292,282,310
XB-GENE-980401,57,18,51,36,33,65
XB-GENE-980454,1,2,0,0,0,0
XB-GENE-980465,613,398,499,363,701,573
XB-GENE-980473,1,0,6,0,2,11
XB-GENE-980481,702,312,402,371,656,463
XB-GENE-980490,700,417,473,477,607,764
XB-GENE-980495,49,34,50,42,32,64
XB-GENE-980513,27,14,24,10,12,31
XB-GENE-980545,738,414,449,446,569,852
XB-GENE-980561,305,142,248,212,245,365
XB-GENE-980589,443,237,267,325,312,399
XB-GENE-980605,284,94,125,181,186,284
XB-GENE-980614,196,73,106,105,104,141
XB-GENE-980627,3865,2420,2369,2625,3049,3515
XB-GENE-980637,115,41,71,70,75,126
XB-GENE-980653,781,377,515,333,603,506
XB-GENE-980662,0,0,0,0,0,0
XB-GENE-980680,196,59,65,120,85,130
