LID,TID,pid,x.position,y.position,time,track.length,euclidean.distance,jump.distance,velocity,clone,starting.x,starting.y,normalised.x,normalised.y
1,4,87,509.647,470.34,5566,839.484,151.308,7.633,0.332,A,414.284,352.867,95.363,117.47299999999996
1,4,88,515.9,464.98,5589,847.721,151.312,8.236,0.358,A,414.284,352.867,101.61599999999999,112.113
1,4,89,515.9,464.534,5612,848.167,150.982,0.447,0.019,A,414.284,352.867,101.61599999999999,111.66699999999997
1,4,90,506.074,466.32,5635,858.155,145.935,9.988,0.434,A,414.284,352.867,91.79000000000002,113.45299999999997
1,4,91,506.074,465.874,5658,858.602,145.588,0.447,0.019,A,414.284,352.867,91.79000000000002,113.007
1,4,92,506.967,465.874,5681,859.495,146.153,0.893,0.039,A,414.284,352.867,92.68299999999999,113.007
1,4,93,501.607,467.66,5704,865.145,144.232,5.65,0.246,A,414.284,352.867,87.32300000000004,114.793
1,4,94,496.247,469,5727,870.67,142.144,5.525,0.24,A,414.284,352.867,81.96300000000002,116.13299999999998
1,4,95,494.014,470.34,5750,873.274,141.975,2.604,0.113,A,414.284,352.867,79.73000000000002,117.47299999999996
1,4,96,485.974,471.234,5773,881.364,138.384,8.089,0.352,A,414.284,352.867,71.69,118.36699999999996
1,4,97,479.274,472.574,5796,888.197,136.211,6.833,0.297,A,414.284,352.867,64.99000000000001,119.707
1,4,98,476.594,470.34,5819,891.685,132.976,3.489,0.152,A,414.284,352.867,62.31,117.47299999999996
1,4,99,477.934,468.554,5842,893.919,132.041,2.233,0.097,A,414.284,352.867,63.650000000000034,115.68699999999995
1,4,100,477.487,473.467,5865,898.852,136.158,4.934,0.215,A,414.284,352.867,63.20300000000003,120.59999999999997
1,4,101,477.487,474.36,5888,899.745,136.95,0.893,0.039,A,414.284,352.867,63.20300000000003,121.493
1,4,102,469.894,475.7,5911,907.456,134.835,7.711,0.335,A,414.284,352.867,55.610000000000014,122.83299999999997
1,4,103,460.96,476.147,5934,916.401,131.821,8.945,0.389,A,414.284,352.867,46.67599999999999,123.27999999999997
1,4,104,451.58,477.934,5957,925.949,130.51,9.549,0.415,A,414.284,352.867,37.29599999999999,125.06700000000001
1,4,105,440.86,479.72,5980,936.817,129.608,10.868,0.473,A,414.284,352.867,26.576000000000022,126.85300000000001
1,4,106,440.86,479.72,6003,936.817,129.608,0,0,A,414.284,352.867,26.576000000000022,126.85300000000001
1,4,107,441.754,478.827,6026,938.081,128.921,1.263,0.055,A,414.284,352.867,27.470000000000027,125.95999999999998
1,4,108,439.52,480.167,6049,940.685,129.778,2.604,0.113,A,414.284,352.867,25.23599999999999,127.29999999999995
1,4,110,460.96,473.02,6072,963.285,128.901,22.6,0.983,A,414.284,352.867,46.67599999999999,120.15299999999996
1,5,1,425.283,362.47,3588,0,0,NA,NA,A,425.283,362.47,0,0
1,5,2,427.963,356.608,3611,6.446,6.446,6.446,0.28,A,425.283,362.47,2.680000000000007,-5.862000000000023
1,5,3,429.303,358.45,3634,8.724,5.685,2.278,0.099,A,425.283,362.47,4.019999999999982,-4.020000000000039
1,5,4,430.81,357.613,3657,10.449,7.359,1.725,0.075,A,425.283,362.47,5.526999999999987,-4.857000000000028
1,5,5,436.84,357.78,3680,16.481,12.473,6.032,0.262,A,425.283,362.47,11.55699999999996,-4.690000000000055
1,5,6,449.235,360.795,3703,29.238,24.011,12.756,0.555,A,425.283,362.47,23.951999999999998,-1.6750000000000114
1,5,7,454.26,364.815,3726,35.673,29.072,6.435,0.28,A,425.283,362.47,28.976999999999975,2.3449999999999704
1,5,8,466.655,368.5,3749,48.604,41.81,12.931,0.562,A,425.283,362.47,41.37199999999996,6.029999999999973
1,5,9,484.41,375.535,3772,67.702,60.554,19.098,0.83,A,425.283,362.47,59.12700000000001,13.064999999999998
1,5,10,491.445,378.885,3795,75.494,68.168,7.792,0.339,A,425.283,362.47,66.16199999999998,16.414999999999964
1,5,11,502.5,381.23,3818,86.795,79.464,11.301,0.491,A,425.283,362.47,77.21699999999998,18.75999999999999
1,5,12,510.205,383.575,3841,94.849,87.506,8.054,0.35,A,425.283,362.47,84.92199999999997,21.10499999999996
1,5,13,516.794,384.134,3864,101.461,94.04,6.612,0.287,A,425.283,362.47,91.51099999999997,21.663999999999987
1,5,14,517.24,388.154,3887,105.505,95.477,4.045,0.176,A,425.283,362.47,91.957,25.68399999999997
1,5,15,529.3,385.027,3910,117.964,106.435,12.459,0.542,A,425.283,362.47,104.01699999999994,22.55699999999996
1,5,16,539.127,384.134,3933,127.831,115.887,9.867,0.429,A,425.283,362.47,113.84399999999994,21.663999999999987
1,5,17,542.7,386.367,3956,132.045,119.825,4.214,0.183,A,425.283,362.47,117.41700000000003,23.89699999999999
1,5,18,544.487,384.134,3979,134.905,121.157,2.86,0.124,A,425.283,362.47,119.20399999999995,21.663999999999987
1,5,19,544.487,382.347,4002,136.692,120.85,1.787,0.078,A,425.283,362.47,119.20399999999995,19.876999999999953
1,5,20,544.04,377.434,4025,141.626,119.697,4.934,0.215,A,425.283,362.47,118.75699999999995,14.963999999999999
1,5,21,545.38,380.114,4048,144.622,121.387,2.996,0.13,A,425.283,362.47,120.09699999999998,17.64399999999995
1,5,22,543.594,379.667,4071,146.463,119.554,1.842,0.08,A,425.283,362.47,118.31100000000004,17.196999999999946
1,5,23,548.507,374.307,4094,153.735,123.791,7.271,0.316,A,425.283,362.47,123.22399999999993,11.836999999999989
1,5,24,550.74,368.947,4117,159.541,125.625,5.807,0.252,A,425.283,362.47,125.457,6.4769999999999754
1,5,26,557.44,368.054,4163,166.301,132.276,6.759,0.147,A,425.283,362.47,132.15700000000004,5.583999999999946
1,5,27,551.634,373.86,4186,174.513,126.863,8.212,0.357,A,425.283,362.47,126.351,11.389999999999986
1,5,28,554.76,384.134,4209,185.251,131.277,10.739,0.467,A,425.283,362.47,129.47699999999998,21.663999999999987
1,5,29,556.1,389.494,4232,190.776,133.58,5.525,0.24,A,425.283,362.47,130.817,27.024
1,5,30,556.547,395.747,4255,197.045,135.417,6.269,0.273,A,425.283,362.47,131.264,33.27699999999999
1,5,31,560.567,414.954,4278,216.668,145.108,19.623,0.853,A,425.283,362.47,135.284,52.48399999999998
1,5,32,566.15,434.83,4301,237.314,158.366,20.646,0.898,A,425.283,362.47,140.86699999999996,72.35999999999996
1,5,33,575.531,440.86,4324,248.465,169.468,11.151,0.485,A,425.283,362.47,150.24799999999993,78.38999999999999
1,5,34,583.571,443.54,4347,256.94,177.841,8.475,0.368,A,425.283,362.47,158.288,81.07
1,5,35,588.261,436.84,4370,265.119,179.144,8.178,0.356,A,425.283,362.47,162.97799999999995,74.36999999999995
1,5,36,600.321,428.8,4393,279.613,187.184,14.494,0.63,A,425.283,362.47,175.038,66.32999999999998
1,5,37,617.071,423.44,4416,297.2,201.246,17.587,0.765,A,425.283,362.47,191.788,60.96999999999997
1,5,38,614.391,421.43,4439,300.55,198.086,3.35,0.146,A,425.283,362.47,189.10799999999995,58.95999999999998
1,5,39,613.721,420.76,4462,301.497,197.247,0.948,0.041,A,425.283,362.47,188.438,58.289999999999964
1,5,40,630.471,412.05,4485,320.376,211.093,18.879,0.821,A,425.283,362.47,205.188,49.579999999999984
1,5,41,635.831,405.35,4508,328.957,214.87,8.58,0.373,A,425.283,362.47,210.548,42.879999999999995
1,5,42,633.821,406.02,4531,331.075,213.037,2.119,0.092,A,425.283,362.47,208.538,43.549999999999955
1,5,43,645.211,397.31,4554,345.414,222.67,14.339,0.623,A,425.283,362.47,219.928,34.839999999999975
1,5,44,645.211,397.31,4577,345.414,222.67,0,0,A,425.283,362.47,219.928,34.839999999999975
1,5,45,629.801,399.99,4600,361.055,207.931,15.641,0.68,A,425.283,362.47,204.51800000000003,37.51999999999998
1,5,46,615.731,406.69,4623,376.639,195.514,15.584,0.678,A,425.283,362.47,190.44799999999998,44.21999999999997
1,5,47,609.701,412.05,4646,384.707,190.966,8.068,0.351,A,425.283,362.47,184.418,49.579999999999984
1,5,48,600.991,417.41,4669,394.934,184.097,10.227,0.445,A,425.283,362.47,175.70799999999997,54.94
1,5,49,613.051,414.06,4692,407.451,194.726,12.517,0.544,A,425.283,362.47,187.76800000000003,51.589999999999975
1,5,50,627.121,404.01,4715,424.741,206.068,17.291,0.752,A,425.283,362.47,201.83799999999997,41.539999999999964
1,5,51,629.131,404.01,4738,426.751,208.037,2.01,0.087,A,425.283,362.47,203.84799999999996,41.539999999999964
1,5,52,629.801,410.04,4761,432.819,209.977,6.067,0.264,A,425.283,362.47,204.51800000000003,47.56999999999999
1,5,53,622.431,414.06,4784,441.214,203.786,8.395,0.365,A,425.283,362.47,197.14800000000002,51.589999999999975
1,5,54,609.701,420.09,4807,455.3,193.21,14.086,0.612,A,425.283,362.47,184.418,57.61999999999995
1,5,55,598.981,430.14,4830,469.994,186.414,14.694,0.639,A,425.283,362.47,173.69799999999998,67.66999999999996
1,5,56,591.611,432.15,4853,477.633,180.334,7.639,0.332,A,425.283,362.47,166.32799999999997,69.67999999999995
1,5,57,586.251,438.18,4876,485.701,177.884,8.068,0.351,A,425.283,362.47,160.96799999999996,75.70999999999998
1,5,58,576.201,440.19,4899,495.95,169.754,10.249,0.446,A,425.283,362.47,150.918,77.71999999999997
1,5,59,568.831,448.9,4922,507.36,167.559,11.41,0.496,A,425.283,362.47,143.548,86.42999999999995
1,5,60,560.12,458.28,4945,520.16,165.411,12.8,0.557,A,425.283,362.47,134.837,95.80999999999995
1,5,61,551.41,460.96,4968,529.273,160.026,9.113,0.396,A,425.283,362.47,126.12699999999995,98.48999999999995
1,5,62,548.73,459.62,4991,532.269,157.091,2.996,0.13,A,425.283,362.47,123.447,97.14999999999998
1,5,63,542.03,460.29,5014,539.003,152.311,6.733,0.293,A,425.283,362.47,116.74699999999996,97.82
1,5,64,540.02,464.98,5037,544.105,153.86,5.103,0.222,A,425.283,362.47,114.73699999999997,102.50999999999999
1,5,65,529.97,466.32,5060,554.244,147.46,10.139,0.441,A,425.283,362.47,104.68700000000001,103.84999999999997
1,5,66,519.92,460.96,5083,565.634,136.589,11.39,0.495,A,425.283,362.47,94.63699999999994,98.48999999999995
1,5,67,513.89,460.96,5106,571.664,132.482,6.03,0.262,A,425.283,362.47,88.60699999999997,98.48999999999995
1,5,68,499.82,454.93,5129,586.972,118.763,15.308,0.666,A,425.283,362.47,74.53699999999998,92.45999999999998
1,5,69,488.43,449.57,5152,599.56,107.583,12.588,0.547,A,425.283,362.47,63.14699999999999,87.09999999999997
1,5,70,476.37,447.56,5175,611.787,99.248,12.226,0.532,A,425.283,362.47,51.08699999999999,85.089999999999975
1,5,71,466.32,446.89,5198,621.859,93.866,10.072,0.438,A,425.283,362.47,41.03699999999998,84.41999999999996
1,5,72,458.28,444.21,5221,630.334,88.149,8.475,0.368,A,425.283,362.47,32.99699999999996,81.73999999999995
1,5,73,452.25,444.88,5244,636.401,86.71,6.067,0.264,A,425.283,362.47,26.966999999999985,82.40999999999997
1,5,74,444.21,448.23,5267,645.111,87.824,8.71,0.379,A,425.283,362.47,18.926999999999964,85.75999999999999
1,5,75,434.16,448.23,5290,655.161,86.218,10.05,0.437,A,425.283,362.47,8.87700000000001,85.75999999999999
1,5,76,425.45,446.89,5313,663.973,84.42,8.812,0.383,A,425.283,362.47,0.16699999999997317,84.41999999999996
1,5,77,420.76,446.22,5336,668.711,83.872,4.738,0.206,A,425.283,362.47,-4.5230000000000246,83.75
1,5,78,415.4,446.89,5359,674.113,84.997,5.402,0.235,A,425.283,362.47,-9.883000000000038,84.41999999999996
1,5,79,411.38,448.23,5382,678.35,86.88,4.237,0.184,A,425.283,362.47,-13.90300000000002,85.75999999999999
1,5,80,400.66,448.9,5405,689.091,89.869,10.741,0.467,A,425.283,362.47,-24.62299999999999,86.42999999999995
1,5,81,391.95,448.9,5428,697.801,92.635,8.71,0.379,A,425.283,362.47,-33.33300000000003,86.42999999999995
1,5,82,402.67,447.56,5451,708.605,88.043,10.803,0.47,A,425.283,362.47,-22.613,85.089999999999975
1,5,83,402.67,447.56,5474,708.605,88.043,0,0,A,425.283,362.47,-22.613,85.089999999999975
1,5,84,402.67,447.56,5497,708.605,88.043,0,0,A,425.283,362.47,-22.613,85.089999999999975
1,5,85,412.05,445.55,5520,718.197,84.127,9.593,0.417,A,425.283,362.47,-13.233000000000004,83.07999999999998
1,5,86,412.05,445.55,5543,718.197,84.127,0,0,A,425.283,362.47,-13.233000000000004,83.07999999999998
1,5,87,410.71,445.55,5566,719.537,84.348,1.34,0.058,A,425.283,362.47,-14.573000000000036,83.07999999999998
1,5,88,410.71,445.55,5589,719.537,84.348,0,0,A,425.283,362.47,-14.573000000000036,83.07999999999998
1,5,89,410.71,445.55,5612,719.537,84.348,0,0,A,425.283,362.47,-14.573000000000036,83.07999999999998
1,5,90,410.71,445.55,5635,719.537,84.348,0,0,A,425.283,362.47,-14.573000000000036,83.07999999999998
1,5,91,410.71,445.55,5658,719.537,84.348,0,0,A,425.283,362.47,-14.573000000000036,83.07999999999998
1,5,92,410.71,445.55,5681,719.537,84.348,0,0,A,425.283,362.47,-14.573000000000036,83.07999999999998
1,5,93,389.27,445.55,5704,740.978,90.549,21.44,0.932,A,425.283,362.47,-36.013000000000034,83.07999999999998
1,5,94,379.89,447.56,5727,750.57,96.441,9.593,0.417,A,425.283,362.47,-45.39300000000003,85.089999999999975
1,5,95,374.53,448.9,5750,756.095,100.23,5.525,0.24,A,425.283,362.47,-50.75300000000004,86.42999999999995
1,5,96,379.22,450.24,5773,760.973,99.123,4.878,0.212,A,425.283,362.47,-46.06299999999999,87.76999999999998
1,5,97,392.62,450.24,5796,774.373,93.651,13.4,0.583,A,425.283,362.47,-32.66300000000001,87.76999999999998
1,5,98,392.62,450.24,5819,774.373,93.651,0,0,A,425.283,362.47,-32.66300000000001,87.76999999999998
1,5,99,401.33,450.24,5842,783.083,90.98,8.71,0.379,A,425.283,362.47,-23.95300000000003,87.76999999999998
1,5,100,403.34,449.57,5865,785.202,89.821,2.119,0.092,A,425.283,362.47,-21.94300000000004,87.09999999999997
1,5,101,429.47,444.88,5888,811.749,82.516,26.548,1.154,A,425.283,362.47,4.187000000000012,82.40999999999997
1,5,102,438.85,444.88,5911,821.129,83.519,9.38,0.408,A,425.283,362.47,13.567000000000007,82.40999999999997
1,5,103,433.49,446.22,5934,826.654,84.151,5.525,0.24,A,425.283,362.47,8.206999999999994,83.75
1,5,104,431.48,444.88,5957,829.07,82.643,2.416,0.105,A,425.283,362.47,6.197000000000003,82.40999999999997
1,5,105,431.48,444.88,5980,829.07,82.643,0,0,A,425.283,362.47,6.197000000000003,82.40999999999997
1,5,106,433.49,444.88,6003,831.08,82.818,2.01,0.087,A,425.283,362.47,8.206999999999994,82.40999999999997
1,5,107,446.89,444.88,6026,844.48,85.196,13.4,0.583,A,425.283,362.47,21.60699999999997,82.40999999999997
1,5,108,466.32,439.52,6049,864.636,87.297,20.156,0.876,A,425.283,362.47,41.03699999999998,77.04999999999995
1,5,109,471.01,442.87,6072,870.399,92.494,5.764,0.251,A,425.283,362.47,45.726999999999975,80.39999999999998
1,7,3,736.107,741.021,3565,765.36,193.178,14.823,0.644,A,736.107,741.021,0,0
1,7,4,728.514,741.467,3588,772.966,192.619,7.606,0.331,A,736.107,741.021,-7.592999999999961,0.4460000000000264
1,7,5,706.851,550.07,1863,0,0,NA,NA,A,736.107,741.021,-29.255999999999972,-190.9509999999999
1,7,6,696.131,550.07,1886,10.72,10.72,10.72,0.466,A,736.107,741.021,-39.976,-190.9509999999999
1,7,7,701.491,555.43,1909,18.3,7.58,7.58,0.33,A,736.107,741.021,-34.615999999999985,-185.591
1,7,8,705.511,552.75,1932,23.132,2.996,4.831,0.21,A,736.107,741.021,-30.596000000000004,-188.27099999999996
1,7,9,716.901,552.75,1955,34.522,10.401,11.39,0.495,A,736.107,741.021,-19.206000000000017,-188.27099999999996
1,7,10,724.941,572.851,1978,56.17,29.089,21.648,0.941,A,736.107,741.021,-11.16599999999994,-168.16999999999996
1,7,11,737.001,588.261,2001,75.738,48.657,19.568,0.851,A,736.107,741.021,0.8940000000000055,-152.76
1,7,12,747.051,597.641,2024,89.485,62.281,13.747,0.598,A,736.107,741.021,10.944000000000074,-143.38
1,7,13,759.111,602.331,2047,102.425,73.907,12.94,0.563,A,736.107,741.021,23.00400000000002,-138.68999999999994
1,7,14,769.161,605.011,2070,112.827,83.072,10.401,0.452,A,736.107,741.021,33.053999999999974,-136.01
1,7,15,773.851,606.351,2093,117.704,87.501,4.878,0.212,A,736.107,741.021,37.74400000000003,-134.66999999999996
1,7,16,780.551,606.351,2116,124.404,92.732,6.7,0.291,A,736.107,741.021,44.444000000000074,-134.66999999999996
1,7,17,795.291,609.031,2139,139.386,106.292,14.982,0.651,A,736.107,741.021,59.18400000000008,-131.99
1,7,18,811.371,613.051,2162,155.961,122.028,16.575,0.721,A,736.107,741.021,75.26400000000001,-127.96999999999991
1,7,19,826.111,608.361,2185,171.429,132.743,15.468,0.673,A,736.107,741.021,90.00400000000002,-132.65999999999997
1,7,20,848.891,611.041,2208,194.366,154.573,22.937,0.997,A,736.107,741.021,112.78399999999999,-129.9799999999999
1,7,21,857.601,610.371,2231,203.102,162.363,8.736,0.38,A,736.107,741.021,121.49400000000003,-130.64999999999998
1,7,22,864.301,611.711,2254,209.934,169.086,6.833,0.297,A,736.107,741.021,128.19400000000007,-129.30999999999995
1,7,23,868.321,613.051,2277,214.172,173.318,4.237,0.184,A,736.107,741.021,132.21400000000006,-127.96999999999991
1,7,24,869.661,614.391,2300,216.067,175.055,1.895,0.082,A,736.107,741.021,133.55399999999997,-126.63
1,7,25,879.711,622.431,2323,228.937,187.394,12.87,0.56,A,736.107,741.021,143.60400000000004,-118.58999999999992
1,7,26,881.721,629.131,2346,235.932,191.912,6.995,0.304,A,736.107,741.021,145.61400000000003,-111.88999999999999
1,7,27,882.391,630.471,2369,237.43,193.076,1.498,0.065,A,736.107,741.021,146.284,-110.54999999999995
1,7,28,873.011,621.761,2392,250.231,180.966,12.8,0.557,A,736.107,741.021,136.904,-119.25999999999999
1,7,29,848.891,600.991,2415,282.061,150.892,31.83,1.384,A,736.107,741.021,112.78399999999999,-140.02999999999997
1,7,30,826.111,586.921,2438,308.836,124.823,26.775,1.164,A,736.107,741.021,90.00400000000002,-154.0999999999999
1,7,31,824.101,580.891,2461,315.192,121.233,6.356,0.276,A,736.107,741.021,87.99400000000003,-160.13
1,7,32,816.731,574.861,2484,324.715,112.642,9.522,0.414,A,736.107,741.021,80.62400000000002,-166.15999999999997
1,7,33,810.701,566.15,2507,335.308,105.088,10.594,0.461,A,736.107,741.021,74.59400000000005,-174.87099999999998
1,7,34,810.701,562.8,2530,338.658,104.627,3.35,0.146,A,736.107,741.021,74.59400000000005,-178.221
1,7,35,815.391,557.44,2553,345.781,108.79,7.122,0.31,A,736.107,741.021,79.28399999999999,-183.5809999999999
1,7,36,817.401,549.4,2576,354.068,110.552,8.287,0.36,A,736.107,741.021,81.29399999999998,-191.62099999999998
1,7,37,814.721,540.69,2599,363.181,108.277,9.113,0.396,A,736.107,741.021,78.61400000000003,-200.3309999999999
1,7,38,810.701,533.99,2622,370.994,105.088,7.813,0.34,A,736.107,741.021,74.59400000000005,-207.03099999999995
1,7,39,803.331,525.95,2645,381.901,99.449,10.907,0.474,A,736.107,741.021,67.22400000000005,-215.0709999999999
1,7,40,798.641,513.22,2668,395.468,98.911,13.566,0.59,A,736.107,741.021,62.53399999999999,-227.80099999999993
1,7,41,795.291,519.25,2691,402.366,93.656,6.898,0.3,A,736.107,741.021,59.18400000000008,-221.77099999999996
1,7,42,789.931,516.57,2714,408.359,89.58,5.993,0.261,A,736.107,741.021,53.82400000000007,-224.4509999999999
1,7,43,787.251,507.86,2737,417.471,90.807,9.113,0.396,A,736.107,741.021,51.144000000000005,-233.16099999999994
1,7,44,782.561,508.53,2760,422.209,86.357,4.738,0.206,A,736.107,741.021,46.454000000000065,-232.49099999999999
1,7,45,783.901,515.23,2783,429.042,84.561,6.833,0.297,A,736.107,741.021,47.79399999999998,-225.79099999999994
1,7,46,783.901,523.94,2806,437.752,81.36,8.71,0.379,A,736.107,741.021,47.79399999999998,-217.0809999999999
1,7,47,776.531,534.66,2829,450.761,71.364,13.009,0.566,A,736.107,741.021,40.42399999999998,-206.361
1,7,48,770.501,543.37,2852,461.355,64.002,10.594,0.461,A,736.107,741.021,34.394000000000005,-197.65099999999995
1,7,49,759.781,549.4,2875,473.654,52.934,12.3,0.535,A,736.107,741.021,23.673999999999978,-191.62099999999998
1,7,50,753.751,557.44,2898,483.704,47.476,10.05,0.437,A,736.107,741.021,17.644000000000005,-183.5809999999999
1,7,51,750.401,560.12,2921,487.994,44.695,4.29,0.187,A,736.107,741.021,14.293999999999983,-180.90099999999995
1,7,52,751.071,569.501,2944,497.398,48.3,9.404,0.409,A,736.107,741.021,14.964000000000055,-171.51999999999998
1,7,53,746.381,585.581,2967,514.148,53.137,16.75,0.728,A,736.107,741.021,10.274000000000001,-155.43999999999994
1,7,54,737.001,590.941,2990,524.952,50.788,10.803,0.47,A,736.107,741.021,0.8940000000000055,-150.07999999999993
1,7,55,733.651,600.321,3013,534.912,56.95,9.96,0.433,A,736.107,741.021,-2.4560000000000173,-140.69999999999993
1,7,56,731.641,609.031,3036,543.851,63.96,8.939,0.389,A,736.107,741.021,-4.466000000000008,-131.99
1,7,57,732.311,619.081,3059,553.923,73.557,10.072,0.438,A,736.107,741.021,-3.7959999999999354,-121.93999999999994
1,7,58,730.301,632.481,3082,567.473,85.682,13.55,0.589,A,736.107,741.021,-5.805999999999926,-108.53999999999996
1,7,59,731.641,648.561,3105,583.609,101.562,16.136,0.702,A,736.107,741.021,-4.466000000000008,-92.45999999999992
1,7,60,737.001,659.281,3128,595.594,113.295,11.985,0.521,A,736.107,741.021,0.8940000000000055,-81.74000000000001
1,7,61,737.001,671.341,3151,607.654,124.962,12.06,0.524,A,736.107,741.021,0.8940000000000055,-69.67999999999995
1,7,62,745.041,684.071,3174,622.71,139.336,15.056,0.655,A,736.107,741.021,8.934000000000083,-56.94999999999993
